su_id,std_dem,avg_plan_c,std_plan_c,avg_prof_c,std_prof_c,dis2river,land cover,dis2faults,avg_slope,std_slope,lithology,medi_aspec
6608,86.64937592,32.88436127,20.44499397,10.89181042,6.809687138,1083.410131,3,11337.48962,25.36962891,13.01948833,4,152.548645
6609,128.5620422,37.85555267,23.59851837,9.629979134,5.463431358,1352.068511,3,11055.8677,21.99472046,7.970839977,4,298.5469055
6610,180.1538696,37.17128754,17.16859818,10.97454548,5.603746414,4069.51233,1,19459.89029,26.45499039,8.556383133,4,266.8201904
6611,77.53373718,28.01231956,18.90233421,6.931796551,4.351496696,4326.985951,3,20641.87451,21.51207924,5.180553913,4,72.55281067
6612,100.0449829,25.45343971,17.2506485,6.973724842,4.902302265,6211.44877,3,7264.514922,21.6476078,6.547162056,4,104.1890106
6613,163.9336395,31.27553177,17.81647491,8.617638588,5.549576283,854.881628,3,17622.46677,20.23082352,10.36299992,4,219.8055725
6614,10.13528538,52.33938217,23.32682419,3.772411823,2.414823055,4782.38949,3,7599.471805,6.429733753,3.522260189,2,76.71747589
6615,32.01290131,44.11131287,24.26881218,4.57854414,2.685510159,4676.593079,3,7695.236164,7.75428915,3.632090807,2,41.90369415
6616,97.04616547,24.94771957,15.60603523,9.822268486,6.686835766,2701.650012,3,17322.00195,30.5986805,8.107956886,4,121.8035355
6617,141.2951202,30.39416313,17.87023544,11.06230927,6.922198296,2685.139091,1,17532.73336,31.42982674,9.4678545,4,262.3693848
6618,178.301178,22.10254478,14.14410496,9.508951187,5.795666218,1986.796858,3,18377.82348,29.91253471,8.459856987,4,153.977417
6619,16.48577881,45.04866791,22.29506874,7.803171158,5.41400528,33.32912688,3,16215.36714,12.76801395,5.84375906,4,59.38139343
6620,124.2613831,27.1293869,17.87613487,8.374660492,5.271348,3455.166815,3,2559.825584,22.89149475,7.811220169,4,184.331665
6621,129.0285187,34.48268509,25.71437073,11.76568222,8.022506714,4035.907205,3,15384.46224,30.28076744,14.5203886,4,285.8739624
6622,149.7064972,27.62213326,16.12470436,9.154140472,5.333127499,518.8386405,3,22079.17378,26.49975204,10.09063244,4,175.2642517
6623,89.09599304,34.21383667,21.32261467,5.55613184,2.98725009,789.136965,3,23471.12742,12.62978458,5.989104748,4,63.43494797
6624,185.3287964,21.76041031,16.73834419,5.846797466,3.797366619,107.2166455,3,3194.051032,22.11026955,8.385621071,2,256.3736572
6625,79.97070313,51.0012207,28.48311424,5.522574902,3.637858629,256.9018806,3,7700.437105,10.73954296,6.219505787,4,32.76737976
6626,113.3031082,25.26371956,17.56438828,8.185270309,5.151898384,398.9453949,3,16347.32641,24.25306511,13.80126762,4,69.80566406
6627,107.5944443,22.82251358,17.50658607,6.235386848,4.021656036,6518.384958,3,5315.38984,21.99367142,7.273275852,4,68.3555603
6628,106.7559586,45.55958557,27.91849709,6.628596306,3.819498301,982.2684905,3,23624.2702,16.64036179,6.649545193,4,33.69006729
6629,86.4933548,36.00817108,20.58700752,5.619140625,3.117150307,668.8956245,3,23251.7875,12.51515865,5.47539711,4,53.57320404
6630,72.07919312,31.9004612,21.82414246,7.29468298,4.177990913,3686.154735,3,8696.963895,18.01843834,6.058571815,4,46.06091309
6631,7.03430748,60.2762146,21.18928528,4.752492428,1.820464253,4763.540568,3,7614.036147,5.74573946,2.646635294,2,41.63354111
6632,179.8825836,32.90431595,17.84799194,9.718169212,5.283864498,4259.524874,3,5316.607447,25.58237839,7.839081287,4,201.8014069
6633,165.229187,27.47253036,17.40110588,8.888115883,5.113419533,2175.711139,1,18381.15342,26.67979622,8.413574219,4,102.2070999
6634,20.78023529,24.71723175,20.93951035,12.61557579,5.764897346,46.74863988,3,15920.46472,19.20785904,7.389016151,4,260.3997803
6635,9.280784607,34.83582687,10.43963528,5.437222958,2.909973145,186.6323373,3,15754.81802,8.148766518,2.333381653,4,252.9794769
6636,102.4587402,27.83015633,15.23094368,7.797361374,4.367582798,2959.818074,3,2259.041397,21.08671379,6.893567085,4,172.8009186
6637,101.4207611,27.28858185,17.03945923,8.436626434,5.40259552,5457.165421,3,13477.1505,20.42822647,8.626011848,2,167.7748718
6638,197.5875244,33.55779648,25.57378578,9.505609512,5.724246979,2256.402788,3,17138.89784,29.70836067,8.388662338,4,302.6186218
6639,58.29399109,32.92031479,17.22059631,12.18417263,6.152171135,3151.983807,3,29735.57915,24.64635849,8.985491753,10,146.8429871
6640,158.8113861,26.7521286,15.03351402,11.84821987,6.165379524,472.8185423,3,14919.65878,25.86232376,11.36291695,4,148.6850586
6641,129.0818329,46.27674103,25.95597458,6.288803577,3.398151875,1223.627631,3,6636.868542,12.58126354,5.425830841,4,272.3900757
6642,129.7542267,37.77893829,16.14265633,13.84309196,7.233754158,5622.375147,1,6707.824588,30.31851959,9.970179558,4,285.6803589
6643,128.6113281,28.15451622,18.03675461,9.86356926,5.43320322,831.447095,3,1004.816405,27.15414047,7.196005821,4,237.4395599
6644,117.9893494,26.41218185,18.91470337,8.429708481,5.172295094,1256.75775,2,991.4277064,27.74618912,8.180788994,4,215.3519592
6645,69.56400299,30.20889664,20.5634346,6.710783958,5.17999506,4501.398317,3,14602.50637,14.48381996,7.726847649,4,293.3852234
6646,104.0874557,25.05559349,19.1258564,7.709886551,4.744080544,4183.653083,3,15109.36531,22.01745987,8.691216469,4,87.51044464
6647,73.52945709,32.82583237,18.18084717,9.02237606,5.966768265,509.7531736,3,23396.90128,22.87127686,8.236535072,4,271.4202881
6648,97.21772766,31.86837578,17.07621002,10.26604843,5.595155239,2598.450377,3,27863.84651,24.01814079,8.662929535,4,174.079071
6649,38.45151901,39.74970627,23.73787117,6.915226936,3.595917463,3289.161192,3,29754.61093,15.98443317,5.420045376,10,46.12330246
6650,131.6614838,38.91827774,27.29497147,8.95589447,5.547403336,3008.920468,3,28754.04853,20.78417969,8.472615242,10,291.7482605
6651,105.7532578,27.27924728,21.02974319,8.233914375,4.909864902,2946.356068,3,28472.05336,23.13214111,7.719238758,10,77.98852539
6652,87.92926788,42.23969269,16.55099678,7.458053589,3.817861319,682.4795739,3,3778.689172,14.18469906,6.780451298,2,173.6598053
6653,109.572998,31.91157722,17.9636097,10.18939018,6.405781269,441.9771759,3,22656.84555,23.83813667,10.83759022,4,156.9724731
6654,51.49691391,33.61568832,19.21883392,8.555639267,5.207486629,547.1684398,3,23102.3822,22.5099926,6.647156715,4,125.537674
6655,115.1928177,40.32543564,21.49436378,10.5776186,6.368675232,3584.61015,3,8786.6888,19.83977699,9.951573372,4,88.72696686
6656,133.0103607,27.12181854,19.36256981,6.734699249,3.937137604,1376.604049,3,6521.698835,20.20288277,9.071979523,4,57.44999695
6657,27.45966339,35.83665085,18.79966164,11.66576099,6.116298676,2198.572204,3,27073.17966,17.92016411,8.968716621,4,200.7977295
6658,11.66429234,37.78226852,21.41591454,6.314198017,5.168260574,493.0272836,3,18410.67503,8.959814072,8.515615463,4,188.1300964
6659,185.4765625,30.72797775,18.51124763,10.69445229,5.991495132,3895.586044,3,19373.34918,28.62319374,9.225079536,4,188.043808
6660,189.0597382,21.25952148,14.55542946,8.419183731,5.063229561,1220.416489,3,17406.05151,33.72178268,9.156470299,4,124.6951523
6661,132.1949768,28.09403419,19.48763847,10.97474766,6.249380112,5224.670219,3,6303.552621,29.72032738,9.061547279,4,189.8264313
6662,84.26641846,29.55538559,18.80271721,8.588438034,5.210255146,4956.350393,3,8932.533971,21.7027092,7.493577003,4,263.2901611
6663,95.78160858,32.70833206,17.10136986,10.28047371,5.53529644,4403.441537,3,29165.75823,21.5359478,8.966981888,4,146.8336487
6664,98.96450806,20.21543312,16.20308685,7.035645962,4.574721813,3890.910819,3,30464.25346,22.51527214,5.882348061,4,75.53086853
6665,18.39251328,70.79550171,17.77057266,13.10356045,5.483144283,3233.539151,3,29758.63852,17.97442436,7.643362999,10,45
6666,80.34683228,31.36429596,16.60594749,6.048644066,3.718393803,1261.419553,3,19351.44875,13.55158043,6.651697636,4,136.5180054
6667,104.4868011,28.37944603,21.74812889,8.343016624,4.982469559,2506.945497,3,10769.53113,23.17277718,8.199446678,11,258.194397
6668,111.1413574,32.4849968,17.81695938,10.41018677,5.67616272,6687.339824,3,8046.713362,27.16941261,8.273001671,4,211.4842072
6669,113.7486572,34.6333313,18.81229782,12.57999325,7.024568558,5155.433609,1,6187.830701,30.86467934,9.962791443,4,289.5064087
6670,93.59297943,35.94663239,25.45733452,9.475405693,5.42906189,605.4470551,3,19430.06004,27.54272079,7.338375092,4,74.49495697
6671,114.6196518,22.02672005,19.86833572,10.35048103,6.609104156,3015.585189,3,29361.28851,28.78581429,8.927277565,10,261.8699036
6672,5.536225796,37.20704651,15.88148117,4.232308388,1.668244839,330.2608312,3,19512.87057,5.562197208,2.366750717,4,158.9624939
6673,5.305741787,48.7640152,12.13646317,5.684895992,2.97874856,421.4045165,3,18609.83443,6.878552914,3.708966017,4,155.5560455
6674,104.4276123,52.09014893,27.75342178,8.575734138,4.887728214,1978.84298,3,10422.14949,19.68191147,6.661501884,4,190.7976685
6675,166.1303711,27.97045326,17.48955917,11.00260448,6.360836506,3795.115688,1,19362.41484,31.80812073,9.186181068,4,304.9920044
6676,65.57881927,26.46238899,21.4936142,11.3370018,7.694546223,4856.408824,3,8484.78749,31.70750618,10.01921844,4,87.62767792
6677,117.0714111,30.65968323,20.04351997,7.172461987,4.542212963,693.0729359,3,25306.09203,16.8925209,7.112332344,4,305.0429077
6678,57.93729782,45.18546677,24.17305946,5.372806549,3.804766178,245.3242787,3,22494.73557,9.686927795,6.548068523,4,62.43257904
6679,25.89375114,35.51737976,18.25959778,4.672850609,3.265290022,449.7918734,3,21271.06899,9.074908257,6.972154617,4,192.9348145
6680,5.795405865,58.20005035,15.09571266,3.950643301,2.299827099,243.8752943,3,21728.49972,4.905154228,3.220276117,4,133.9772949
6681,23.18548012,39.6379776,17.88098717,4.786045551,3.626152992,327.3106431,3,19022.19456,7.739168167,6.66215229,4,171.8699036
6682,9.610898018,38.74759674,21.20732498,4.523639679,3.781593323,504.1818439,3,18299.15822,6.996602535,6.633859158,4,192.6730957
6683,164.3486786,27.48638725,14.10778141,8.812776566,4.372626781,1010.008014,3,17262.18045,24.43548203,9.025240898,4,208.0209045
6684,151.4134674,31.04606819,21.03464317,8.057222366,4.942742348,608.0401244,3,16213.48723,26.64913368,12.2750988,4,60.50314713
6685,40.69133377,38.57504272,19.19079208,10.07271576,5.712300777,60.72005739,3,15738.12259,16.16385078,8.04136467,4,218.1909485
6686,96.68193054,31.43280983,19.21531677,6.208332539,3.280939341,2083.051731,3,1772.675657,20.14223099,4.936761379,4,295.3461914
6687,84.68186188,26.97291374,18.31339073,9.17156601,5.433690071,251.9343308,3,24016.29642,21.31002998,9.365399361,4,168.6900635
6688,48.57481384,30.54788589,22.6967144,6.715624332,3.631881714,1337.905906,3,24118.28766,16.70333672,4.942968845,4,48.59026718
6689,132.5071716,43.61714554,27.26259804,7.641557693,4.353648186,1015.434453,3,22994.35371,17.65512657,6.941583157,4,44.22578049
6690,111.2638016,32.49357224,18.43756104,7.843973637,4.685469627,2118.522715,3,804.7009246,20.10846329,6.363966942,2,286.9209595
6691,141.5963593,25.01513863,15.6274538,10.05727291,6.075980663,597.9612372,3,14743.35959,26.92597008,11.54357529,4,215.5376892
6692,91.26257324,26.94199371,19.71701241,10.08733273,6.304699421,3875.42953,3,28580.22874,28.06747246,10.60656071,4,221.4777222
6693,91.69775391,48.99830246,27.77849007,7.27789259,5.378777504,77.24620375,3,18870.59412,17.12609673,10.90458584,4,26.56505203
6694,65.51409149,31.12929726,16.55552101,13.8097887,7.141580105,234.4080524,3,14422.82023,25.27907181,13.08849335,4,165.9966431
6695,156.2071075,42.75905991,26.9060421,9.614635468,5.493181705,460.8124146,3,13581.91672,25.77651405,8.19906044,4,299.8218994
6696,157.7524719,49.20175552,29.6782608,7.785297871,4.247808933,1188.415314,3,14240.30348,20.46379471,7.275317192,4,31.74144745
6697,64.10218048,18.7977314,11.1474371,6.061243057,3.558165789,1452.639406,3,9304.599071,21.21397972,5.504649162,4,233.4185181
6698,108.8108749,42.33989334,28.69704628,7.684423923,4.609556675,1969.608628,3,9770.081212,19.65531158,8.409402847,4,259.7767334
6699,47.67472839,33.51813126,22.56660271,7.597541332,4.413273811,2283.913713,3,10080.78177,17.9851532,8.516599655,4,243.1218567
6700,89.17812347,28.56124115,18.39122581,12.14371872,6.987518311,5573.623666,3,9300.440004,31.97081375,9.982935905,4,145.4258118
6701,93.74724579,27.53192329,17.65250587,9.251688957,5.367947102,2008.631633,3,1315.231626,22.97548676,8.972208977,4,129.0674896
6702,79.44192505,25.8737278,21.61832047,9.780244827,5.725692749,205.3497522,3,23508.44724,22.82126999,10.67165756,4,188.1300964
6703,113.885231,40.01160812,27.65965843,6.874697208,3.524807692,3948.73317,3,30450.06537,20.49119949,7.807770729,4,57.40477753
6704,71.31173706,58.60342789,23.38697815,8.300501823,6.175356865,24.08935032,3,19427.23157,19.73443985,14.39666939,4,68.96248627
6705,117.5240479,21.1891613,10.97727966,8.365487099,4.648934364,863.0349032,3,17234.84665,26.29059982,7.016021252,4,235.6196594
6706,63.23461151,27.08280182,16.20866013,5.507651329,3.182799339,2373.608198,3,759.7419959,14.09239769,5.443892956,2,236.7251129
6707,31.46296692,36.18187332,16.28214073,13.25230408,6.572820187,496.5308129,3,750.5906627,30.36440468,8.580088615,4,245.7255554
6708,43.97486115,17.98298073,9.669047356,4.744457245,2.48393178,4367.113638,3,14591.55948,15.96655464,3.723951101,4,220.2363586
6709,14.36841679,53.09077835,25.59446907,4.457877636,2.859405279,184.6343161,3,22719.88316,8.454948425,3.246491432,4,24.77513885
6710,155.853302,45.96116257,27.74583244,9.286523819,4.970304489,538.7317044,3,12958.25134,22.43125153,8.92158699,4,65.58979034
6711,85.72623444,29.99264717,21.77947044,6.539601326,4.502682209,101.4364144,3,12317.95683,19.25011253,12.70005798,4,68.19859314
6712,47.44793701,38.9105835,21.14174271,7.197476864,5.710916996,669.7320198,3,11750.71564,13.88592529,12.49262142,4,230.6544189
6713,94.12840271,36.34363556,22.67560577,8.930258751,5.596183777,2731.275263,3,9665.091238,22.11517525,9.045041084,4,60.36266708
6714,175.9778748,28.46837616,18.88513374,10.90800476,6.36482811,4253.98005,3,10642.66125,33.28902435,9.457683563,4,216.8019409
6715,41.87921524,51.78292847,25.05614853,13.46513653,7.526837349,5630.100048,1,9146.039926,24.92341995,11.57836056,4,299.4857788
6716,49.90407181,63.57804871,21.59427261,10.35709667,5.900327682,2255.922934,3,26938.3685,23.92245293,9.565850258,4,35.47449493
6717,72.62953949,30.12244034,18.11851311,10.4501543,5.434578419,2961.986161,3,27854.42082,24.48733139,9.624411583,4,196.5570679
6718,7.294510365,43.60848999,26.07693291,8.883470535,5.307400227,3560.742019,3,28199.42796,13.03961563,7.0829072,4,192.9946136
6719,38.68267822,41.9814682,19.75723648,4.037146091,2.730602264,593.3214404,3,20086.16485,6.77595377,4.703045845,4,155.6641541
6720,101.26194,45.99020767,26.589674,8.196423531,5.487480164,179.219258,3,20075.03446,19.35618401,11.51315975,4,314.0048218
6721,47.23574066,55.76928329,22.00742722,8.995741844,8.111479759,68.65077363,3,19594.89806,16.65575409,14.75743008,4,287.1524048
6722,120.2316971,31.68598938,17.2652359,9.49506855,5.552295685,2940.184772,3,19286.65016,24.80913734,8.913939476,4,158.8031311
6723,87.17506409,26.60939789,14.78237343,11.02622223,7.639826775,6201.976363,3,12705.20055,24.18785858,10.81763744,2,117.570137
6724,130.4940643,21.49131775,13.17575359,8.567523003,4.998004913,632.3857706,3,21146.79381,25.16939545,7.079070568,4,242.5924225
6725,109.883667,48.00782394,27.09782791,8.312304497,4.814632416,2818.573078,3,27118.27483,20.95028114,8.055517197,4,57.52880859
6726,31.19703293,44.89888382,25.13772392,11.0483427,7.175028324,3451.375816,3,28001.82723,16.90729713,8.123303413,4,41.43062592
6727,36.12141037,41.36371231,27.81839752,8.295988083,5.583765984,10.78800095,3,19055.75651,15.08420944,8.9261446,4,43.36342239
6728,71.85009766,32.81925201,18.43930626,9.128873825,5.038224697,2799.122932,3,651.6162619,20.23101616,7.071600437,2,176.2557068
6729,74.52832794,42.49338913,27.20868492,8.43752861,5.356592655,61.37868587,3,15322.10616,18.76852036,11.51843262,4,54.75967026
6730,25.35551834,40.37461853,22.5003376,12.10915756,6.545536518,355.4151163,1,782.972304,22.85467911,9.982280731,4,75.32389832
6731,117.5136948,41.65866089,23.14945221,10.44905376,5.988178253,1180.088434,1,824.2395994,25.52824211,8.380800247,4,313.3864746
6732,114.7956772,42.27859116,25.38703728,8.622716904,4.950479507,876.0156925,3,18586.56441,22.56091118,6.401437283,4,41.28470993
6733,124.7100372,27.60844231,19.87523079,8.774107933,5.09184742,467.9402371,3,12893.51128,28.91484451,8.307047844,4,83.6598053
6734,82.85492706,31.57643509,18.98725891,11.41701031,6.65219593,5754.264353,3,6824.026367,23.60756683,10.28028202,4,180
6735,94.95124054,34.2395134,23.66163063,6.700505733,4.207910538,3721.675893,3,32360.69306,15.85989952,5.888385296,4,54.46232224
6736,80.89755249,28.75839615,21.46109962,8.79464817,5.052810669,3215.543291,3,32512.01466,23.94091415,9.218917847,4,248.5022888
6737,129.8730164,25.23151398,19.70498276,7.321018219,4.232236862,3735.692557,3,30695.3973,23.3513813,8.452869415,4,69.59979248
6738,34.38508987,29.55321312,16.45452499,5.352746487,3.104848146,1039.936517,3,8935.127138,12.49207592,6.884976864,4,231.8534851
6739,10.60679626,32.08911514,8.37526989,5.790267467,2.958573818,629.5613414,3,8540.54281,9.973409653,3.872456074,4,329.942627
6740,177.2149658,29.08178711,16.7562294,10.04912472,5.549806118,3866.856783,3,19547.75029,28.67513847,8.211587906,4,162.1351318
6741,14.1858139,37.35095978,14.06496811,9.629388809,4.560128212,5796.274281,3,6457.427408,15.73646832,5.912080765,4,223.9390869
6742,71.10217285,35.36639786,25.8678093,13.98408985,7.272153854,77.61580569,3,20136.77055,29.35225677,11.97319031,4,40.70013809
6743,75.28372192,37.58169937,24.18164063,7.942197323,4.405011177,3153.612555,3,32280.12146,16.98487091,7.521916389,4,45
6744,79.43560791,48.4072113,26.85871887,6.219806671,3.917417526,226.6175718,3,21731.55758,13.44508076,6.870613098,4,33.69006729
6745,67.28225708,24.80185509,19.96312523,5.099660873,3.12706089,435.0928848,3,7369.420471,12.15495682,5.825735569,4,87.66269684
6746,109.6741257,31.18550682,18.57869148,9.514166832,5.171923161,975.2993027,3,12952.43614,24.35614014,9.202392578,4,279.4035034
6747,31.37598038,32.27672958,18.67362595,6.102120876,3.43128109,5898.440386,3,6240.37327,15.78344727,4.650164604,4,144.462326
6748,205.9300232,36.48216248,23.08288193,10.99156666,6.477566242,3695.070426,1,19404.19541,28.82997322,9.01176548,4,274.3987122
6749,140.5409088,42.91181183,27.19394112,8.408157349,5.022193909,2777.684417,1,18630.35423,24.30404091,9.979569435,4,46.16563797
6750,123.5925369,35.88040924,27.76560974,8.990649223,5.411126137,657.4500389,1,15757.20631,27.32007408,11.35054588,4,322.5400696
6751,84.56156921,27.82067108,18.86405945,9.330032349,6.587039471,575.4031363,1,275.7406539,31.0015316,7.572322845,4,256.3933105
6752,90.85580444,34.89830017,21.92947388,10.62482643,7.095645428,743.8712891,3,19996.77992,23.83542061,12.32040977,4,283.8406982
6753,64.30904388,29.32203865,20.40997314,9.40379715,5.115820408,206.1025808,3,20815.1369,22.21979904,10.37129974,4,210.8609009
6754,60.86461258,40.57163239,27.78150177,9.171161652,6.062341213,3691.810092,3,27718.56536,21.91809654,8.095363617,4,304.8244934
6755,13.52983093,52.33356476,26.29895592,7.087077618,3.826513767,3793.504599,3,28257.48835,13.14462376,4.407635689,4,49.76364136
6756,70.81851959,28.84971428,18.278265,10.47651005,6.097382069,4133.546275,3,28595.65924,24.34279633,11.78804207,4,215.1939087
6757,118.6628723,24.51050568,22.17620659,8.442204475,5.479495525,4068.856842,3,29974.24326,26.42105865,9.009037971,4,282.8042603
6758,134.6471558,36.14151764,25.08754158,7.654899597,4.142787457,537.5475644,3,14665.62755,20.48490524,6.396803856,4,325.1542664
6759,92.36187744,39.3280983,25.78209496,9.084205627,5.042241096,214.7424772,3,14401.91573,21.6470356,8.724918365,4,323.1300964
6760,167.394165,20.87240791,15.04481125,5.628457069,3.643623114,82.95112267,3,3195.437043,21.72257042,8.145339966,2,245.2248535
6761,123.2519073,28.50930977,17.34365463,8.218518257,5.111425877,178.9596732,3,746.0840998,23.67602539,7.824684143,4,84.51383972
6762,10.60705853,55.17349243,23.4101162,5.992873192,3.85793376,530.8937877,3,23051.6056,8.808312416,4.203660965,4,27.0720787
6763,93.45381927,48.88141251,25.6279335,6.177127361,4.314006329,365.7216374,3,21329.12188,11.66392231,6.784757137,4,45
6764,87.96517944,46.58589172,25.27578163,10.4163475,5.239545822,729.7422685,3,19551.09115,20.42683792,7.788584232,4,311.3588257
6765,139.0608215,24.53559875,16.64937401,9.604794502,5.534278393,374.8863335,3,16814.06425,26.61950684,9.984073639,4,168.4078217
6766,82.40720367,36.58725739,18.49427414,8.65752697,4.474516392,2321.513591,3,1134.849969,19.32709122,6.814011097,2,210.2564392
6767,72.43424988,20.80660629,17.33041573,5.068101883,2.711688995,1228.966698,3,1852.634956,18.3002491,5.32963562,2,55.95406342
6768,51.43645096,49.4221077,28.81900024,6.373904228,2.962239504,815.6004857,3,2268.589913,15.83347416,5.446438789,2,52.49585724
6769,117.6240234,29.33899689,18.1504879,10.18901443,6.222627163,916.4458538,3,19525.54155,26.56446075,9.123438835,4,96.23448181
6770,87.46443939,37.54741669,25.50944519,7.590648651,4.285975456,4018.167475,3,31683.60326,21.24828339,7.427798748,4,302.6976013
6771,80.74365997,44.66722488,26.42138481,8.595313072,4.746467113,2811.141487,3,32771.84568,17.91202545,8.423808098,4,280.3048401
6772,117.1180649,45.08329391,27.39317894,8.65925312,4.416363716,3821.488358,3,30536.44547,19.56715202,7.659467697,4,81.38435364
6773,123.0629425,28.23101044,22.23928261,8.069124222,4.627855778,3728.6957,3,30559.37885,23.4259758,7.448047638,4,65.37643433
6774,97.58971405,37.56148148,26.9312191,8.5395298,5.031955242,3266.015919,3,27503.37267,20.68902397,9.03694725,4,285.0656128
6775,55.64471817,27.44807243,20.2003994,6.014230728,3.271685123,1488.618555,3,24228.23885,18.8763752,4.813936234,4,46.46195221
6776,108.4632111,27.59775734,16.52007484,10.35945702,5.37289381,270.044911,3,15234.32675,27.31445122,11.78817081,4,153.2255249
6777,120.6124878,27.80052757,16.5149765,9.083404541,5.054605007,1739.731459,3,16174.21073,27.59860039,8.002540588,4,190.8179626
6778,155.2991638,24.10745621,18.37700081,10.54625416,6.623085976,5072.213756,1,9527.569323,34.09473419,8.68295002,4,315
6779,21.82822227,53.34305573,23.43818283,6.925796032,3.987926245,245.133632,3,24416.3059,12.60402012,5.945225716,4,317.1508179
6780,124.1837997,27.26802826,18.70664024,9.25981617,5.277914524,1571.19158,3,25388.53116,24.67936325,9.517951965,4,229.3388062
6781,112.7117615,45.23901367,27.75346375,10.35524273,5.702662468,3606.053634,3,28168.48859,22.47876167,10.60606194,4,312.2072754
6782,100.2361832,43.61370468,29.66609001,9.549944878,6.054072857,342.2309306,3,15433.9407,22.658041,8.35326004,4,332.4880066
6783,150.96698,24.41052246,17.14681244,7.004417419,4.025192738,1562.285394,3,9332.232051,22.0759182,8.121915817,4,253.2016296
6784,115.9283676,30.71932602,18.21254158,10.14060116,5.88223362,4715.427249,3,9977.924163,27.64968681,8.642277718,4,151.4329224
6785,136.7835236,45.52613068,28.8008709,9.903966904,6.085903168,6389.745976,1,8217.214934,29.43980598,8.656967163,4,251.107132
6786,53.48535919,29.71840286,19.30871964,9.615002632,5.757444382,5344.783098,3,7318.13709,24.07327843,9.130068779,4,166.4080811
6787,99.50761414,28.32830048,16.61434364,9.76756382,5.349876881,4351.826652,3,30400.22218,25.62838173,7.465584755,4,199.5644684
6788,117.351738,23.85243607,14.96401024,10.01071739,5.61221838,2351.391255,3,26377.4857,28.5575161,8.813121796,4,159.7293701
6789,10.22393608,55.20793152,26.64052582,6.219698429,3.02148819,792.3892901,3,8671.336948,9.814929008,4.02711916,4,37.87498474
6790,58.63817978,31.38565636,23.00822639,6.165276527,3.815896511,79.51753216,3,7860.321192,14.080966,6.669810295,4,298.0338745
6791,41.41874695,28.50585556,21.78618813,5.199059486,2.964100361,758.6789624,3,8569.461346,14.28450489,4.827434063,4,57.78089905
6792,107.5878372,29.77441978,16.60959053,10.95979404,6.398869514,1780.590786,3,14104.37299,30.23169708,9.303589821,4,136.7357025
6793,22.47403717,43.45698929,18.0126667,10.15646744,4.454349041,3302.476598,3,18564.44592,18.78086472,7.193392754,4,199.0040283
6794,128.0634766,31.76356697,18.67478561,10.12247753,5.562841892,1025.002364,2,493.7115472,27.50731468,7.869077682,4,190.3486938
6795,86.39595795,26.5125103,16.53026962,8.267771721,4.843367577,4886.527967,3,29301.98749,24.58675957,7.884130478,4,298.5214844
6796,33.1594162,44.64725494,19.66812897,10.96132851,5.78731966,5171.628864,3,7612.797827,16.40506554,7.800296783,4,165.3956604
6797,79.41284943,43.20501328,28.36430931,8.860430717,5.364887714,4939.045459,3,8129.030064,21.88817596,8.240673065,4,290.5968018
6798,89.44512939,42.51857376,27.87340736,7.755162716,4.018439293,5279.018854,3,9392.941011,21.47606659,6.174020767,4,316.4976501
6799,89.88381958,29.84039497,20.58482742,9.134690285,5.261158943,5089.187484,3,29221.26803,22.27968407,8.404415131,4,226.4844055
6800,136.6234283,26.93291473,16.32919693,10.11720753,5.827895164,2270.856526,3,17275.96484,30.0686245,9.255646706,4,186.7773438
6801,77.87980652,27.24430466,18.21048737,11.36050415,6.245274544,3008.01719,3,18156.17363,30.03755379,8.70537281,4,117.3912048
6802,127.9507751,34.06004715,22.20615578,11.9265089,7.214320183,2109.778208,1,17226.95801,31.29480362,9.764528275,4,286.0699158
6803,167.5121002,30.525177,16.97186089,11.90424538,6.954524994,3194.891214,3,11522.46047,34.50811768,9.796086311,4,143.5832214
6804,60.19643402,52.27060318,29.82628822,7.517699718,5.001806736,5582.56904,3,6027.098608,20.87913704,5.515433788,4,29.97101593
6805,61.45281982,33.06303024,23.97855759,7.224689484,4.182621479,5124.827301,3,6763.043221,21.63173294,6.322000027,4,29.49305725
6806,156.660965,21.96420479,17.08994865,8.225282669,5.252018452,6007.224561,3,11845.97519,26.45667458,10.66004467,2,239.4455261
6807,88.74140167,26.0750351,17.45120621,7.184957981,4.297173023,5368.010372,3,11082.96095,20.38960457,6.592861652,2,62.1027298
