su_id,std_dem,avg_plan_c,std_plan_c,avg_prof_c,std_prof_c,dis2river,land cover,dis2faults,avg_slope,std_slope,lithology,medi_aspec
12789,50.4099617,23.45850182,15.06025887,6.13863039,3.333229303,530.9445026,3,14056.21652,20.30018997,7.705411434,4,277.0556335
12790,163.1175995,20.9782238,16.45911598,8.967003822,6.319635391,3487.005353,3,10302.25186,28.96629906,8.013570786,5,102.7119751
12791,134.7707672,28.42604256,18.17888451,11.31851196,7.036897182,487.7049741,3,14815.31895,31.534935,9.956380844,4,253.7397919
12792,46.56493378,35.60352707,19.86277771,8.487151146,4.833909988,225.182618,3,16832.41948,15.60419178,8.247138977,4,187.0791473
12793,167.8305817,49.63654327,29.80910683,10.52254105,6.065895557,9032.421207,1,5999.445913,30.11680984,8.132777214,5,321.9682617
12794,130.7095184,31.07242203,22.89677238,9.558145523,5.407565594,8987.9132,1,6007.047009,28.53638268,7.782061577,5,95.65948486
12795,97.51916504,33.12746429,19.21097374,8.641457558,5.204799652,1092.698683,3,12818.69795,21.77205467,8.888178825,4,272.7263184
12796,140.1291962,35.21387863,21.97062874,12.94278145,7.97806406,2243.422422,1,11706.70404,33.22579193,11.40803051,4,311.6086426
12797,85.65636444,31.46365547,18.13720894,10.41511822,5.465325356,6208.747404,3,3482.475411,24.30426025,8.922110558,4,206.7628784
12798,162.6401367,29.13487053,16.28362656,11.24850178,6.984221935,1081.98594,3,6398.868023,25.58463097,11.28942776,4,97.59464264
12799,156.408783,28.38585663,14.66314888,11.09593678,5.99036026,752.0578013,3,6756.829176,28.15186882,10.84664154,4,159.9864349
12800,148.2093964,31.96176147,20.402771,10.20775986,6.415354729,463.7331275,3,13845.83298,29.17564011,8.959260941,4,76.68348694
12801,53.51918793,34.89962006,20.88858223,14.35975933,9.324237823,325.0746134,3,28234.58177,24.78357506,13.23287296,4,90.37447357
12802,62.24188614,19.87977791,14.01474571,6.644268036,3.809221983,4624.487496,3,32286.40844,22.26335907,5.937522411,4,278.8156738
12803,56.26755524,28.28201294,19.57250786,8.8564291,5.047385693,7372.73634,3,33055.28649,20.87994766,8.989611626,4,213.8261719
12804,103.716713,21.93302155,14.16731739,6.569035053,3.882546902,4850.817231,3,25703.63092,20.18518257,5.569871426,2,207.7341919
12805,82.02204132,47.89173126,30.67649841,5.416592121,3.214241982,2525.87267,3,20124.0645,14.89311314,4.592973709,2,20.58979034
12806,82.62467194,31.72873116,24.68571091,6.083266735,3.796716452,2402.385223,3,19736.72154,18.90127563,7.437896252,4,258.5831604
12807,183.1656799,36.31180573,25.22675514,10.79192543,6.271574974,9439.507872,1,3819.035201,32.7521019,7.753254414,5,32.24581909
12808,87.17247772,32.05622864,27.64980125,10.51189709,6.123429775,9745.360222,1,5246.445425,32.3041687,8.072795868,5,327.2277222
12809,29.00320435,48.62914658,20.75778198,11.56489944,5.129076004,10015.96852,3,4640.094425,22.67272949,6.866378307,5,114.5196381
12810,112.9130554,25.02747726,14.55175495,9.134661674,5.402981281,820.4867893,3,15943.19555,26.38185883,8.548663139,4,101.1038361
12811,143.8144073,43.018116,28.60829735,9.59352684,5.616436005,909.918091,1,15843.68637,29.01872063,7.898612499,4,37.3549881
12812,169.9060822,27.78958321,16.01473808,12.17467403,8.139761925,380.6887764,1,3719.562913,33.10736847,11.40527821,4,67.53526306
12813,100.4460526,27.14871788,16.34401321,8.09071064,5.110739708,5580.9228,3,19818.32445,23.18278694,7.321777344,4,222.2736816
12814,72.88014984,26.44360733,22.20031166,7.183552742,4.355866432,5273.907011,3,24051.00276,21.0223999,9.195565224,2,66.80140686
12815,124.4290009,45.55140305,27.88100815,8.756662369,4.630927563,4217.846159,3,22730.73258,21.44901657,6.706224442,4,32.09259033
12816,28.88388252,39.87096786,19.42340088,6.738640308,4.132549286,18.81304533,3,14936.28148,12.87068748,9.365869522,4,208.3007507
12817,37.74682236,55.10785294,27.51863861,12.21011162,7.56014204,200.2901,2,15061.96984,22.54960251,11.98545933,4,22.16634369
12818,111.5583496,32.24437714,18.2696991,10.21920681,5.562459469,1015.071809,3,15702.29673,25.42729568,9.205760956,4,115.3461761
12819,112.0619125,27.69423103,14.61820507,7.580729008,4.252537251,4212.145705,3,69.99789697,18.67042923,7.186656952,4,136.6846924
12820,86.54020691,28.62590599,17.12883949,6.859435558,5.115400314,460.9398674,3,4570.439325,18.82790756,6.014863014,4,249.4439545
12821,138.854126,29.74852562,17.75344849,10.35978222,6.158813477,2053.527201,3,16354.49862,29.79109001,8.863890648,4,271.701355
12822,149.2475891,26.33291435,15.97314167,7.988951206,4.644579887,3436.641436,3,17676.30867,23.78692627,7.787984371,4,83.86777496
12823,79.96205139,43.0933876,18.62885857,12.30026245,7.963984489,6771.090102,3,20960.10026,21.81212616,13.69569206,4,215.8376465
12824,147.3278809,27.3542881,16.73067856,8.685894012,4.654715538,527.8200885,3,27440.36556,24.37159348,8.063644409,4,64.02560425
12825,13.95178604,30.29989624,17.39096832,6.524645805,3.540505409,543.6847037,3,28436.28332,15.71257496,3.957372665,4,270.138855
12826,114.2624741,25.78647614,15.57905483,8.304410934,4.953910828,6362.151714,3,33905.40387,23.31495285,9.238443375,4,141.9919281
12827,97.93242645,29.22336388,18.96505737,9.043584824,5.588889599,6660.377015,3,33764.57276,24.98197174,8.330216408,4,311.3085938
12828,40.4170723,30.48701096,22.12453842,6.376971245,3.936799765,105.8797167,3,2655.576871,14.44216633,8.320965767,2,60.66815948
12829,79.10359955,32.94504547,19.5242672,10.06468487,5.663928032,932.9131751,3,1600.084428,22.4458,7.84759,4,292.3070068
12830,79.10791016,31.28655624,18.15309906,7.780696392,4.448861122,474.0654637,3,13827.31585,20.01475143,6.749370575,4,189.1623535
12831,101.9416656,28.2420578,16.65236092,8.785078049,5.02712965,6602.438752,3,21566.3472,21.66808891,7.752472401,4,221.308609
12832,107.6816254,40.44445419,24.12630463,9.030576706,4.740632534,1310.171238,3,29148.88745,24.75510979,7.673779964,4,319.4555969
12833,74.35844421,26.27731133,17.42281151,7.477474213,4.530466557,5247.795905,3,32747.88891,18.40740395,6.88273716,4,181.3382874
12834,106.8594131,34.56287003,26.97434235,12.46647835,7.521188259,1696.208011,3,14560.55401,32.20505905,11.4662714,4,311.3785095
12835,110.634407,27.00657463,15.62984371,7.776344776,4.120428085,949.6145568,3,15461.85452,20.66409302,6.734677315,4,214.2868805
12836,146.5456696,25.44498634,17.39998245,8.783617973,5.799118042,4029.197526,1,2679.268155,29.31588364,6.131885052,2,275.1944275
12837,232.3969879,27.48459053,16.95225525,10.14875126,6.214339256,3770.570065,3,13828.32212,30.13917923,9.36961174,4,100.7509689
12838,13.17073631,46.51621628,26.55752754,7.115911961,3.389452934,158.3487197,3,14612.80727,11.58476543,5.210048199,4,40.41882706
12839,72.78703308,48.62455368,28.41254616,10.04528332,5.700699806,6703.986359,3,4736.3043,26.38395691,8.587051392,4,317.2674866
12840,92.34902191,34.60886765,28.11395454,9.123358727,5.783005714,6294.446755,3,4462.13734,25.96922493,9.58718586,4,21.32946014
12841,122.5335007,28.68425941,14.05205917,9.00087738,4.74764061,1199.52078,3,26557.55723,25.80237198,8.202572823,4,153.791275
12842,135.0128326,17.53957176,11.83831692,7.960979462,4.539350986,5263.960361,3,26381.79231,28.08129883,6.972220898,2,203.3731995
12843,13.73008537,29.58382416,19.65463829,3.477180004,1.977959156,4921.236636,3,24018.04382,10.62563038,2.352463484,2,77.47119141
12844,74.07672882,33.87755585,24.03345108,6.260688305,4.099963188,3993.141821,3,24148.06249,14.18311405,7.085434914,2,278.1300964
12845,93.90913391,33.36977005,26.12462234,7.618463039,4.724998474,3281.78671,3,22706.54407,18.60358238,8.722376823,4,308.8448486
12846,238.4781189,39.61824036,27.2251606,9.26485157,5.542263031,2911.948233,3,11012.43455,26.934618,9.625037193,4,297.7664185
12847,85.43284607,30.93209457,20.11433983,8.813531876,5.249875546,1832.174301,3,9408.694323,23.06981087,9.438688278,2,244.9434204
12848,137.3664398,43.19850922,27.00259209,9.920571327,6.160419941,8712.835605,1,6404.222783,30.36956787,8.31920433,5,312.9712524
12849,86.71797943,30.99328804,21.04723549,7.846354961,4.795545578,212.1094001,3,14240.70271,19.43333817,10.11941051,4,260.1341858
12850,61.07195282,29.8325882,21.47859573,10.28692055,6.485950947,240.4702997,3,14755.43904,22.27660561,12.47824001,4,77.47119141
12851,167.0522308,33.28919983,25.17280006,9.636775017,5.793489933,4793.875333,3,4911.982228,27.19041061,8.649618149,4,75.23365784
12852,9.532632828,60.12484741,15.51226521,7.92484951,3.09427309,6443.569116,3,4177.710701,12.30533409,4.885112286,4,265.2281799
12853,125.149971,25.71615028,13.84945965,8.325969696,4.90448761,959.7482866,3,26723.56605,24.53905869,7.18830204,4,226.1233063
12854,137.1562805,26.23920631,15.9385891,8.257275581,4.873592377,808.3481962,3,28386.80437,25.14055443,7.92798996,4,278.7811584
12855,120.7088776,29.08564758,18.20756721,8.427295685,4.739504337,2105.744305,3,29551.18965,24.34589195,8.008495331,4,83.42384338
12856,106.8388214,28.57804489,16.80337143,9.273453712,4.922895432,2505.334006,3,29998.8342,22.14801407,6.921286583,4,189.090271
12857,158.3538818,21.73033524,16.87893105,6.851950169,4.167560577,3058.512898,3,13751.18528,25.71703911,8.987205505,4,45
12858,53.1843338,40.45450211,26.86637115,7.428016663,5.297932625,2361.360205,3,12818.14796,15.97046661,7.5439744,4,291.6427307
12859,149.7443237,32.00362015,25.1912632,9.153347015,5.517581463,3861.547626,3,10512.19351,24.46022415,10.20206928,5,307.3417358
12860,99.03585815,25.71221924,18.33485031,9.096149445,5.178976059,5950.20992,3,20144.17334,24.87199211,8.236327171,4,203.1758118
12861,82.04244232,27.95163536,14.40982342,7.417136669,4.702357292,8627.448293,3,31672.97093,19.21328545,7.208324909,4,203.8212738
12862,72.36156464,25.03517532,20.64850044,7.872938156,4.559243202,4597.523142,3,24831.92241,23.5354538,7.678229332,2,98.91492462
12863,94.17813873,37.73223495,28.12699699,5.950106621,3.344194412,4367.732237,3,24761.76714,17.00411987,6.179384708,2,68.85598755
12864,91.27454376,38.26423645,24.8167572,10.58267879,7.338892937,573.9372475,3,7434.251426,24.21200562,13.45562935,2,276.1113281
12865,127.745163,57.47091293,26.12607956,9.558637619,5.237944603,1583.02499,3,8400.634234,23.15256119,7.816105843,2,302.9052429
12866,21.70204353,41.90288544,19.2517643,8.436366081,4.327264786,273.4139896,3,2232.825567,14.54982662,6.244635105,2,189.6051941
12867,165.1647339,31.67897797,19.61345482,10.01903057,5.822051525,4470.610795,1,12255.83174,29.24427223,8.622113228,4,55.15426636
12868,60.62479401,41.17649078,29.1110363,8.391853333,4.933033943,7113.690888,3,33311.60114,24.44739914,6.946195126,4,26.56505203
12869,129.4921265,25.11713028,17.47211266,7.816333294,4.820496559,7959.914134,3,32452.87097,24.94765663,7.295880795,4,238.815033
12870,188.2665405,20.05873871,12.83780289,6.863026142,4.324025154,1682.965248,3,15106.22943,23.88996315,7.260636806,4,234.6720886
12871,104.9441528,34.06473541,23.07411957,8.447365761,5.670808315,1223.922052,3,8845.568702,24.77852821,10.40109825,2,62.86888123
12872,121.3375702,31.71532249,22.43494606,10.27584553,6.296297073,1502.483473,3,8502.957401,26.9492588,9.282206535,2,84.24107361
12873,118.2176819,29.91254044,20.14558411,8.916726112,5.164842606,1544.806396,3,8064.826291,28.89504433,7.307807922,2,50.88787079
12874,82.13085938,32.48785782,23.04294014,10.0466795,7.008008957,10058.31352,1,4755.628007,30.74441528,8.387121201,5,309.173645
12875,158.9918671,42.72137833,29.22591019,9.361307144,5.625148296,1345.186031,1,15782.90269,26.67842865,9.469801903,4,315.5932617
12876,45.05091476,54.03857803,26.59829521,11.60204411,6.418362141,6041.903762,3,3877.906377,24.19190216,10.26620293,4,55.43747711
12877,52.60649872,38.88426971,21.73713493,13.22457218,5.813614845,1216.22383,3,13178.60772,28.35381889,11.52078247,5,151.8573914
12878,103.3435974,31.80897331,18.52538109,10.2413063,5.212874889,3424.691832,3,24630.93499,22.07603645,8.824608803,4,158.3113098
12879,78.57228088,31.48602486,19.89017677,10.16507339,5.742182732,368.2792293,3,16209.73237,24.75167847,10.80245686,4,261.1932068
12880,27.51673889,45.46944427,22.21439934,11.33207893,5.712001324,650.0458367,3,6357.687341,18.20367813,8.303301811,2,242.1759033
12881,99.72039032,35.93004227,18.63182449,9.38805294,5.150678635,1379.816159,3,5590.954716,20.83078384,8.5102005,2,238.4957275
12882,36.74539948,54.8977356,25.75839996,10.53000259,6.087835789,292.5422885,3,2256.332933,20.70708466,7.052767754,2,327.6525574
12883,173.7888184,37.65240097,25.19738197,10.0902462,5.854601383,9949.333214,1,5050.318922,28.95035744,8.807951927,5,288.4349365
12884,64.68488312,32.67105103,19.47701073,10.27563667,5.595786572,6074.745073,3,2854.227165,24.77001762,8.521458626,4,236.8886566
12885,183.2509766,22.01723289,16.67738724,8.965549469,5.389893055,3353.867589,3,10988.60105,27.14645576,9.72872448,5,93.73139954
12886,30.1794548,42.61750031,16.70926476,12.51220417,5.905391216,5259.726107,3,19458.59397,22.01050186,11.30168438,4,175.4260712
12887,40.77259827,30.29598618,19.89214897,8.815262794,4.52080822,3487.300268,3,31196.44737,17.77395058,9.257523537,4,227.8155518
12888,72.29652405,27.9590168,18.85934067,6.771184444,3.869920254,5102.591344,3,32558.45221,19.72627449,7.084031582,4,76.13896942
12889,111.0817184,26.50066566,15.3850708,8.681365013,4.781013966,8344.869004,3,32010.83449,25.7795887,8.441631317,4,175.2363586
12890,108.463562,35.23394012,21.1087532,10.75173473,6.138182163,789.3170263,3,4157.970828,22.96286011,8.167143822,2,132.6140594
12891,92.73322296,45.00388336,28.6019783,9.643436432,5.661839962,5712.340796,3,4231.320959,27.88666153,8.644016266,4,39.74619675
12892,90.07555389,40.95191574,25.07009888,7.649857521,4.147685528,4568.700351,3,471.0962118,19.09089851,6.882726669,4,66.80140686
12893,27.06528473,38.52921295,27.29677391,13.11980343,8.032613754,1658.86956,1,12744.81322,26.14400101,10.16811466,5,19.21631622
12894,38.56010437,64.4707489,21.33344078,14.92191982,6.988023281,5155.12445,1,19349.19947,24.74470711,11.33526134,4,333.3464966
12895,159.4186096,31.60269547,22.84612274,9.315249443,5.415699959,5431.03753,3,19640.81704,25.81978989,8.118858337,4,274.1757202
12896,104.3516235,29.83365059,19.16150856,8.498253822,4.43267107,3315.730102,3,24535.67519,24.52427864,7.248765945,4,45
12897,84.76946259,29.35906792,18.91377258,10.52549553,6.215305328,3043.058915,3,30584.2511,25.14456558,10.49720287,4,101.0549164
12898,87.54107666,28.61756706,18.22499084,8.588360786,4.848604679,3574.453008,3,31056.84372,22.68603516,8.088905334,4,279.3236084
12899,88.35726929,47.30535507,26.71626472,8.240577698,5.000298023,4178.329348,3,31693.04733,21.97022057,6.642381668,4,316.3971863
12900,88.57441711,36.52910614,18.62434959,7.402863026,3.802666426,4420.133079,3,32010.21708,19.3216362,6.416125774,4,254.7448883
12901,88.93874359,30.58566093,21.05292702,6.917771816,4.457816601,7751.999946,3,31462.26237,15.9151125,7.804849148,4,211.4539032
12902,61.03540421,28.77591515,18.65123177,6.919608593,4.206619263,7922.261746,3,30506.54362,19.01691818,7.43342638,4,77.395401
12903,87.24701691,35.0002327,21.52052116,10.89686775,7.221717834,1405.007232,3,7482.576087,25.66984367,11.13851357,2,252.529068
12904,148.3944397,24.51564217,15.22712898,9.878746033,5.353887558,5098.586967,1,11376.20321,31.62912369,8.273059845,4,145.5735168
12905,10.15312099,42.68586731,13.16288376,10.13681793,6.245907307,5963.628302,3,3369.264513,11.56707668,5.218305111,4,234.1623535
12906,141.192337,28.54367256,17.60911751,9.916848183,5.840304375,2356.650368,3,16562.14008,25.91835403,8.496022224,4,103.5704346
12907,70.82246399,28.36235809,19.40079498,11.0408802,6.097613811,4838.871957,3,19042.02648,25.47859573,8.733605385,4,165.7731628
12908,144.6687012,27.79910469,17.84186172,9.118067741,5.501341343,165.1176052,3,27508.82565,25.56901169,8.615998268,4,115.5369186
12909,255.8566437,26.80747986,20.29274559,7.464221478,4.631112099,2687.410251,3,11314.21417,25.983881,8.657143593,4,85.4260788
12910,52.60897446,33.26847839,21.75748634,9.119939804,5.075382233,52.78887545,3,2507.25092,16.51999474,8.580345154,2,258.9436035
12911,102.221489,30.52579308,17.80259895,11.06579208,6.726233006,7654.727616,3,1399.420342,26.77063179,9.446797371,5,146.8659668
12912,148.8509521,22.90966225,19.51190758,6.801617146,4.108856201,1888.52827,3,12478.39849,28.11321449,5.196594715,4,37.80076599
12913,191.3308258,43.04570389,31.75350571,7.141098499,4.616683006,1925.661447,3,12414.04876,25.99177742,6.022041321,4,32.81634521
12914,49.81471634,39.97947311,21.55562401,12.28671265,5.963244915,9697.331305,3,4274.441876,27.149683,8.752028465,5,127.2596588
12915,60.43659592,52.07900238,28.07797813,9.594408035,6.142632961,9615.917398,1,4246.331019,30.85221672,7.831760406,5,324.9506226
12916,131.701416,28.96212387,16.24997139,11.67322063,6.207371235,5902.870812,1,9971.876037,31.69663429,9.488059998,4,170.753891
12917,116.6354065,32.74775314,19.88049316,8.389615059,4.212110996,4835.402116,1,11254.19118,26.8237648,7.60929966,4,54.13017654
12918,166.0892181,34.72907257,26.25670815,9.786826134,5.51996994,1691.366893,1,15971.69895,27.09155083,9.458512306,4,293.4985657
12919,20.62845039,42.78246307,16.73872566,9.780511856,5.101272106,5890.480919,3,3487.061526,16.39763451,6.876256466,4,292.7966309
12920,148.533905,30.16840172,16.84497833,9.105401039,5.948649883,1627.532223,3,2504.602538,23.07042694,8.785042763,4,100.4374771
12921,80.25257874,39.78778458,28.7773056,8.14305687,4.393895626,1306.232328,1,13059.85309,26.71751785,6.065045834,4,26.95217896
12922,74.36155701,57.56454468,28.177742,10.11006737,6.29522419,5673.216374,1,19862.34532,31.14302826,9.188088417,4,314.3097229
12923,84.90646362,31.62931442,18.0455246,8.63650322,4.882819653,567.5327519,3,3106.216539,18.8620739,8.002728462,2,78.47628021
12924,133.1900024,29.15566063,18.22992325,11.88850594,6.948709965,7506.907987,3,7893.296095,31.92467308,9.618481636,4,149.4495239
12925,140.8663025,29.2784996,18.4989872,8.852081299,4.635661602,4631.587375,1,12657.84486,31.08973122,8.670185089,4,299.4454346
12926,103.8702164,30.22296715,17.11857605,11.813694,6.602861881,3560.367326,3,10251.983,30.36368179,8.877146721,4,135.5305023
12927,174.8735504,30.06123924,20.47113991,8.591375351,5.196500778,5729.084582,3,2557.329351,27.68523026,8.483892441,4,282.3137207
12928,76.40149689,24.91968155,14.98144913,6.402447224,3.230179787,2780.775735,3,1289.969901,17.48228073,5.141566277,4,212.2061005
12929,147.2848663,25.48530197,16.12229347,10.22771454,6.074998856,1175.425172,3,2960.382988,28.32712173,9.660355568,4,227.3137207
12930,175.8669434,32.54523849,26.53341866,8.873908997,5.356080532,3062.217069,3,11248.70734,24.85096741,10.10570145,5,300.9637451
12931,16.41418839,74.27863312,6.278775692,5.997970104,4.425211906,2274.100838,3,12913.04188,11.61076641,4.190283775,5,19.65382385
12932,99.84671021,48.44426727,28.17761803,10.53197765,6.016115665,665.3463851,3,4273.046578,27.44572449,8.58459568,2,326.7736816
12933,77.45545197,51.08588409,23.87453842,11.08994675,6.339300632,1208.87663,3,1471.58124,16.0520916,2.706472635,2,333.4349365
12934,217.0952759,26.41196442,22.74986839,8.044740677,5.303958893,1385.084779,3,9087.064764,26.37075233,7.519589901,5,299.0546265
12935,94.84420776,29.11414719,17.11455345,7.500550747,4.468090534,5321.203928,3,22644.35412,22.83928299,7.34624052,4,279.327301
12936,93.92330933,25.45206833,16.75426292,8.709177971,5.455058098,4462.67151,3,23490.66507,23.44685745,7.6352458,4,191.0889282
12937,63.68045807,29.79928207,21.77952957,12.85265541,6.314067841,2445.902786,3,14257.17029,32.12759399,11.75951481,4,76.44623566
12938,91.91938019,50.88683701,25.32826614,11.10097504,5.615076542,1614.069444,3,5694.976519,20.47518539,8.101547241,2,315
12939,189.8820038,24.63834,15.11667347,10.79341412,5.963068485,4395.114557,3,2198.585994,32.26174164,8.961360931,2,170.2175903
12940,96.19048309,29.14287567,18.26348495,9.289590836,5.546479225,7404.076335,3,1077.348881,29.57226563,8.460455894,5,234.8671265
12941,142.6604919,29.81351471,17.81166267,8.22099781,5.080591202,5110.786863,3,2920.595287,22.59726906,8.605161667,4,267.1009521
12942,100.2872543,31.94143677,16.1193924,7.878281593,4.333479404,2260.170013,3,1819.446438,20.09542847,5.875883579,4,195.8174591
12943,187.4703064,39.559021,28.76808548,10.21837711,7.023458958,1012.810804,3,13327.41398,29.0247364,8.804250717,4,40.5153923
12944,117.6300125,20.2097683,15.27865314,6.929808617,3.979490519,5983.231828,3,28295.58761,25.89462662,9.469162941,4,119.2192459
12945,50.32369232,42.53569412,28.63904762,7.112542152,3.850674391,5570.784347,3,28019.14497,16.15156364,5.477543354,4,324.2460938
12946,141.2852936,21.50296021,15.04792404,5.627866745,3.670771122,5624.916684,3,27131.58745,22.89093208,10.39420509,2,233.6384583
12947,28.27100945,23.79029846,12.13350773,6.148034573,2.555403233,2984.136794,3,20804.83518,14.48241901,3.851001501,2,104.5718384
12948,166.9100494,31.3084259,18.00584984,8.427824974,4.841345787,1200.656909,3,12614.76741,21.03395653,8.442563057,4,172.0746765
12949,109.4282303,34.24318695,26.22734833,9.956645012,5.841160297,9454.923026,1,4237.156684,29.00384903,8.670565605,5,302.1348877
12950,101.9875565,32.32984161,17.7155323,10.81108761,6.342827797,4869.534739,3,11992.56102,26.9142704,9.101053238,4,146.8420715
12951,77.93981934,34.58739471,20.16471672,14.08733177,6.925876617,4630.373993,1,12410.7509,26.94448662,11.16540909,4,74.11110687
12952,128.2978668,32.2658844,19.54627228,9.194825172,5.202788353,5288.439355,3,4601.928995,22.68313408,7.824753284,4,242.2619781
12953,173.8905334,20.14006424,12.76984406,7.910651684,4.920573235,1909.464314,3,9161.456585,30.5873127,7.318434715,5,227.4895477
12954,37.47733307,28.86111069,15.72228909,8.942976952,5.546926022,2510.543033,3,25428.33628,19.87918282,7.480757713,4,177.1373138
12955,38.4862709,35.89731216,17.43001366,10.0720253,5.972961426,2568.612206,3,25261.62214,20.45450401,7.771744728,4,54.33237457
12956,46.99338531,36.82098007,18.10904121,13.31764126,6.005318642,6029.208158,3,33538.8749,23.97066689,12.36585903,4,139.1849213
12957,53.71994019,37.73219299,22.4542141,4.655539513,2.86111474,2994.72776,3,22145.30182,9.462331772,5.121134281,4,55.00798035
12958,69.53442383,40.08190155,25.51838303,6.392393589,3.574447393,2969.79962,3,21343.37944,14.61200142,6.514509201,4,56.92932129
12959,51.12336349,32.19700241,26.05664253,7.051024914,3.510561228,2617.23203,3,20823.45515,18.83436966,6.8584795,4,336.6147766
12960,103.4525604,37.94557571,22.0542469,9.089784622,5.372585297,2050.29467,3,6056.831481,21.6891346,8.277178764,2,267.3370056
12961,142.549057,28.77770615,17.9253788,11.00821972,5.468157291,9093.987069,3,3517.639525,30.86772537,8.090086937,5,126.6941452
12962,116.0106354,32.01897812,18.18551064,12.73312187,6.822871208,6885.549318,1,8590.683106,30.65990829,10.50154877,4,100.2401733
12963,127.6261139,27.69314766,16.48793983,10.0006237,6.029901028,1816.798971,3,16087.09695,30.35808945,9.523024559,4,207.0407257
12964,45.05733109,32.394207,18.59461212,10.94966888,5.448188782,4197.251694,3,18396.725,22.17570305,10.01447392,4,154.2339783
12965,89.74107361,44.92345428,28.88788033,9.714647293,5.503919601,6112.31445,1,20303.22919,28.79710388,8.349729538,4,327.4074097
12966,90.3157959,29.60585594,23.99677467,7.451933861,4.309401035,7266.659593,3,33148.48215,22.25909615,7.216415405,4,36.25383759
12967,107.2841415,22.76479912,14.95270061,7.79729414,4.07415247,6146.922588,3,28959.58541,21.3212986,8.398330688,4,146.3099365
12968,105.0332794,27.47104645,14.48237324,9.782887459,5.843961716,7297.436408,3,887.1544349,28.39076233,7.808658123,5,139.4048309
12969,129.2166443,38.63196564,27.31837273,9.994268417,5.346989155,8746.628937,3,3465.39469,27.93471718,8.743897438,5,306.8699036
12970,132.6854095,25.32295418,16.57705307,9.64160347,6.263427258,6402.081005,1,9263.796185,30.99919128,8.677411079,4,233.0544128
12971,131.8915405,27.84275818,16.13436127,7.583125591,4.216533661,3732.83211,3,332.8836915,19.46301079,6.783916473,4,70.64100647
12972,181.159256,22.49770164,16.98993683,11.74459839,8.055622101,429.5462671,1,3694.397337,33.38061142,13.14995956,4,77.61923981
12973,67.66950989,30.24429893,18.58662796,8.63007164,4.721460819,97.46855048,3,4231.188758,23.95991516,8.823613167,4,257.0848694
12974,240.9598999,28.8969326,17.42544365,10.29808426,5.638900757,1324.464259,3,5465.559866,28.3155632,10.44856548,2,302.9468994
12975,81.57632446,25.17982292,21.86189651,12.32794285,7.727655888,4771.982886,1,18964.46344,34.34202957,8.991042137,4,331.9332275
12976,156.5736694,34.46405411,26.1938076,10.24006176,6.450087547,5089.908363,3,19301.70248,28.84184837,9.446162224,4,50.32295227
12977,100.7305527,36.91023254,24.21736908,9.966266632,5.911315918,5921.204244,3,20136.09337,23.90611649,8.807314873,4,88.33525085
12978,112.9335861,20.06994057,15.04420376,6.263271332,3.803794384,2058.445165,3,26006.10733,22.84418869,5.450759888,4,248.7494965
12979,109.776886,26.71581841,17.05323029,6.495403767,4.257282257,2308.321167,3,22693.45146,16.08332825,7.717769146,2,99.86580658
12980,79.04174042,24.84684944,15.58258533,4.845092773,3.369057178,1621.831403,3,20047.04677,15.04366779,6.413555145,10,96.84277344
12981,162.0742798,32.81911087,22.81112099,8.253833771,4.588992119,1261.698915,3,18448.84622,23.52803802,8.912732124,4,45.49821091
12982,98.28116608,36.01234055,21.42832947,9.714471817,5.779659748,603.3909681,3,13608.08531,23.01208305,8.134502411,4,269.7371826
12983,34.48391724,27.99683952,18.82566071,8.399400711,3.442066193,2191.612518,3,25594.90899,20.08542442,7.944989204,4,226.5481567
12984,60.50608826,19.97743225,14.81702328,6.858252525,3.79795742,6065.516069,3,33656.25428,22.93303871,8.003141403,4,300.8014526
12985,99.89479065,47.18223953,27.04064178,8.939844131,4.39913702,6429.282778,3,33982.04528,22.17254639,7.238455296,4,298.4994507
12986,60.61683273,38.0748024,24.75792313,14.620368,9.044718742,6902.95706,1,8648.587134,31.47897911,11.13933372,4,276.8754272
12987,94.4446106,47.42010498,21.89235878,9.563290596,5.741564274,5702.436278,3,3974.10363,21.50831413,7.945363522,4,283.5704346
